json_path,year,full_article_id,block_id,matched_patterns,headline,article,Gemini_classification
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1890/faro_1890/1890-06-23_p4_sn85025007_00175034389_1890062301_0072.json,1890,18,17,"\bavoid(?:ing)?[ -]?(?:conception|pregnancy|offspring|children)?(?=|[-–—:;,.]|'s)",,"Steel R0fts, Magnificent Equipment.


In effect N y II, 1890


Trains leave Washington from station, corner
of Sixth and Bstreets, IS follows:
For Pittsburg and The West. Chicago Limited Ex-
press of Pullman Vcstbuled Cars at 1850 a. n.
daily; Fast Line, 1850 n daily to Columbus
and ST Louis, with Sleeping Cars from Pitts.
burg to Columbus daily, except Saturday, to
Chicago, with Sleeping Car Altoona to Chi
csgo. ST Louis, Chicago and Cincinnati Ex-
press, $50 p. n. daily. Psrlor Car Washington
to Harrisburg, and Sleeping Cars Harrisburg to
st. Louis Chicago and Cincinnati, aud Dining
Car Harrisburg to St. Louis. Western Express,
st $40 p. N. daily, with sleeping Cars Wash
ngton to Chicago and ST. Louis connecting
daily at Hsrrisburg with through Sleepers for
Louisville and Memphis Pacific Express, 1000
p m. daily, for Pttsburg and the Weat with
through Sleeper TO Pittshurg, and Pit.sburg to
Chicago


BALTIMORE AND POTOMAC RAILROAD.
For Kane, Canandagua. RocAester and Niagara
Falls daily except sunday $40 an.
For Eric, Canandaigua and Rochester daily for
Buffalo and Niagara daily except Saturday at
1000 p. M with Sleeping Car Washington to
Rochester


For WilliaInsport Lack Hsycn ana Eln!rs, at
1850 q. m, daily, except Sunday.
For Wiliamsport daily at $50 y. II.
For Philadelphia, New E3-k anG tie Gsgt T:G0,
9:00, 11:oG and ?t:s0 g. III, 2:1o, 3:15, 500,
$40. 1CNi ena 1920 .. II. On Sunday
500 and ti:40 =. u, 2:10, S.15, A:20, 1000
and 1920 p. Il limited Express OF pailmsn
psrlor Cars go =. ~. daily, sxcop. 3uoday
For New York only Limited Express, With dining
car 5C0 p. m. daily.


For Philadelphia oely, fast express $40 a. III.
week days, and 400 p. n. daily. Express,
Sunday only, 800 2. N.


For Boston, without ch&nge, 3:15 pm. every day
For Brooklyn, N. T., al snrougi trains connect at
Jersey City With boats Of Brooklyn Annex
aYozlirg direct transfer 10 Fulton street, avoid.
ing double fcrriase across New york City.
For Atlantic City, lao 8. IL. week days, 1920
p IL. daily.


$50, 400, 4:2o, ESQ., 500. $40, 600, 7:40,
1000 and 1920 p. u. Oh Sunday, 500,
9:05, 1880 and 11:4o a. NJ, 2:1G, 3:15, $50,
400, APO, 500, $40, 600, TAO. 1000 and
11:20 p. m.


For Popes Greek Line, 7:20 q. m and $50 p. ~,
daily, except Sunday.


For Annapolis 1920 and 900 q. H., and 1905
and 4:2o p. ~, daily except Sundays On
Sundays 4:20 p. IL.


WASHINGTON SOUTHERN RAILWAY


In Effect May II, 1880
For Alexandria, $50, 6:35, 7:45, $40, Gao, and
1857 6. r., 1904 noon. EOS, z:25, 4:65,
COL, 800, 1905 ard t1:S9 ?. n. On Sun
day at 4:30, 7:4b, 945, and 1857 g. NJ. and
$50, 6:01, S:02 and 1905 ?. u.
communication fo- Quantico 7:45 s. IN. and 4:55
p. N. weekdays. 745 q. m. Sundays.
For Richmond and the South, 4:3o and 1857 a.
a., daily. Accommodation 4:55 p, IN. week
days.


Trains leave Alexandris for Washington, Cos
7:05, 800, 9:1o, 1915 and 1107 g. T.; 1:2O,
800, $50, 5:10, 7:O5, 500, 1887 and 11:03
p. m. On Sunday at 9:10 and Hoy a. ~;
200, 5:10, 7:05, 1920, 9:2o and 1887 D. N
Tickets and information at the Office, Northeast
corner of 18th streot and PcDns. Avenue, and at
the station whore orders DO left for the check.
Ing OF baggage 20 destination from hotels and
residences J. Z. WOOD, g. P. Z.
CHAs. E. PUGH, 9. n",OTHER
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1891/faro_1891/1891-02-09_p6_sn82015104_00175036659_1891020901_0396.json,1891,6,5,\babort[i1][o0]n\b,,"makes mistake. One of the greatest
sources of loss is the practice of buying
fresh cows and selling off the dry ones.
When COW is bought, nothing is known
OF her until she is tested for her results.
She may have many faults, and may
bring disease into the herd. Abortion in
some herds is due to this cause, as it is
cow, raised on the farm from healthy,
productive stock, is more valuable than
two animals purchased at random, and
can be raised at less expense than to buy
an inferior animal.",OTHER
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1891/faro_1891/1891-04-09_p7_sn84029386_00237285244_1891040901_0120.json,1891,9,8,"\bavoid(?:ing)?[ -]?(?:conception|pregnancy|offspring|children)?(?=|[-–—:;,.]|'s)",,"me through The bunSnole OF my CasA-


..Ouickr said a husky voice; overhaul
the cargo hcre""


| heard some half dozen troopers busting
about the hold and tugging out the bales OF
wo.i.


.Hir' called Master Pottery; IAN when
.t,,' We done rumInaging my ship put every
n hack as You found it""


'roke about with your swords, command
ed the husky voice. whats In those barrels
yonderr'


""Water, sergeant"" answers trooper, roll
ing out couple.


Nothing behind themr


''No; they're right against the side""


drop em, then. Plague on this business
It's my notion they're mile away, and Capn
Stubs no better than fool to send US back
here. He's grudging promotion, that's what
he isl Hurry, there-hurry!n


Ten minutes later the searchers were gone,
and we in our casks drawing long breaths of
thankfulness and strong odors. And so we
crouched till, about midnight, Capt. Billy
brought US down a supper of ships biscuit,
which we crept forth to eat, being sorely
cramped.


He could not hear our thanks, but guessed
them


'Now, say not word! Tomorrow we sail
for Plymouth sound; thence for Brittany.
Histl We be all kings men aboard the God
send, though hearing nought say little. Yet
l have my reasoning heresies, holding the
Lords Amounted TO be an anOinted rogue, but
nevertheless to be served; just as aboard the
Godsend be Cap'n Billy an you plain Jack,
be your virtues what they may. An the con-
clusion is-damn all mutineers an rebels!
Though, to be sure, the words be bit lusty
for young gentlewoman's ears""


We went back to our casks with lighter
hearts Howbeit twas near in the morn
ing, dare say, before my narrow bed cham
Der allowed me to drop asleep.


woke to spy through my bunghole the
faint light of day struggling down the
matches Above, heard a clanking noise,
and the voices of the men hiccoughing dis
NAL chant They were lifting anchor.
crawled forth and woke Della, who was yet
sleeping, and together We ate the breakfast
that lay ready set for us on the head of a
barrel.


Presently the sailors broke off their song,
and we heard their feet shuffling to and fro
on deck.


Sure"" cried Della, 1--WE are mOving!""


And surely we were, as could be told by the
| altered sound of the water beneath US, and
the many creakings that the Godsend began
+, 10 keep. Once more l tasted freedom again
and the JOY of living, and could have sung
| for the mirth that lifted my heart LET US
but gain open sea, said l, land I'll have tit
/ for tat with these rebelsp


But alas! before we had left Avon mouth
twenty minutes twas another tale. For l lay
| on my side in that dark hold and longed to
/ die. and Della sat up beside me, her hands III
her lap and her great eyes fixed most dole
/ fully. And when Capt Billy came down
with the news that we were safe and free to
! 90 ON deck we turned our faces from him and
said we thanked him kindly, but had no
! longer any wish that way-too wretched,
! even, to remember his deafness.


Let me avoid, then, some miserable hours,
and come to the evening, when, faint with
fasting and nausea, we struggled up to the
deck for air, and looked about US


Twas gray-gray everywhere; the sky
lead colored, with deeper shades towards the
east, where bank of cloud blotted the coast
line; the thick rain descending straight, with
hardly wind enough to set the sails Tapping;
the sea spread like a plate of lead, save only
| where, to leeward, a streak of curded white
crawled away from under the Godsend's keel


On deck, few sailors moved about, red
eyed and heavy. They showed no surprise to
see us, but nodded very friendly, with smile
for our strange compilations. Here again, as
ever, did adversely mock her own image


But what more took our attention was to
see row OF men stretched on the starboard
side, like corpses, their heads in the scuppers,
their legs pointed inboard, and very orderly
arranged They were dozen and two in all,
and over them bent Capt. Billy with mop
in his hand and a bucket by his side; who
beckoned that we should approach.


""Arrayed in order O. merit, said he, point
ing with his mop like Snowman to the line Of
figures before him.


We drew near.


This here Is Matt Soames, master o. this
vessel-an' he's dead""


""Deadr


Dead drunk, THAI is the gifted mani
Come upIn He thrust the mop in the fellows
heavy face. There uowl Did he mOvel did
he winkl No. says you o an accomplished
drunkardI""


He paused moment, then stirred up No.
2, who opened one eye lazily, and slut it
again in slumber.


you sawl Opened one eye, hey! That's
Benjamin Halliday. The next is a black
man, as you see; a man Of dismal color. and
hath other drawbacks natural to such. Can
the Ethiop shift his skins No, but he'll open
both eyes. See there-a perfect Christian, in
so far as drink can make him.""


With like comments he ran down the line.


To he brief, twas not till the fourth after
noon Coy reason of battling head Winds that
we stepped out of the Godsends boat upon a
small beach of single, whence, between a
rift in the black cliffs, wound up the road
that was to lead US inland. The Godsend, as
we turned to wave our hands, lay at half a
miles distance and made a pretty sight; for
the day, that had begun with white frost,
was now turned sunny and still, so that look
ing north we saw the sea all spread with
pink and lilac and hyacinth, and upon it the
ship lit up, her masts and sails glowing like a
gold piece. And there was Billy, leaning
over the bulwarls and waving his trumpet
for ""Good.by."" Thought I, for l little
dreamed to see these good fellows again,
""what a witless game is this hfel to seek
ever in fresh conjunctions what we leave be-
hind in a handshake.""


We followed the road after this very mood
lily; for Della, whom had made sharer Of
the rebels secret, agreed that no time was &c
be lost in reaching Bodmin, that lay good
thirty miles TO the southwest. Night fell and
the young moon rose, with a brisk breeze al
our backs that kept Us still walking without
any feeling of woarineSs Capt. Billy had
given me at parting a small compass, of new
invention, that man could carry easily il
his pocket; and this from time to time l ex
==z1irsai n he moonlight, guiding cur way
almost due south, in hopes Of striking into the
main road westward I doubt not we lost q
deal of time among the byways; but at length
! happened ON q good road bearing south, anC",OTHER
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1891/faro_1891/1891-08-14_p2_sn84022639_00200296333_1891081401_0139.json,1891,1,0,\babort[i1][o0]n\b,POWnal.,"


Andrew Barber of Loveland, Ohio, and
Colonel Merritt Barber, U. S. A., and
wife of st. Paul, Mimi, are visiting
their parents in this village.


Charles H. Barber is recovered sufi-
GENTLY to ride out.


Between % and 100 persons of our
place took in the Saratoga excursion
Friday.


Fred Bump has purchased the Zerah
Haley place.


For many years DR.. B. 0. Barber has
been the BANNER correspondent at
Pownal. He has had some legal diff
culties of late, and the manner in which
he has come out of them is stated in the
HOosick VALLEY NeDS court report of last
week, as follows ED. ""The Superior
Court at Pittsfeld has had busy Grim
inal term and a large amout of business
has been dispatched. The case of DR..
B. o. Barber Of Pownal, who was
charged with abortion, was sent to the
jury Monday night. The physicians, who
were called, testified that the operation
performed was necessary to save the
woman's life and that the accused was
justified in what he did. The defense
was strong one but the jury disagreed,
standing ten to two in favor of DIR. Bar
Der, which is virtually an acquittal.""",ART
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1892/faro_1892/1892-04-20_p3_sn93067777_00237287022_1892042001_0379.json,1892,49,48,"\bavoid(?:ing)?[ -]?(?:conception|pregnancy|offspring|children)?(?=|[-–—:;,.]|'s)","He Delivers Strong and Conservative
Speech in the Opera Gouse-A Large


Crowd Present.","For an impronlptu meeting, the oHe
in the opera house Monday night was
q bowling success. No one seemed to
know anything about il. There was
no flourish of trunpets beforehand.
But when the hour arrived the opera
house was well flied, about 500 persons
being present.


Gov. Sheppard had been invited by
telegram to spend the night in New
berry on his return from The Greenvliie
meeting. and he accepted.


Persons got word OF il III the country
and there were number present from
several miles from town.


DR.. Holland opened the meeting with
prayer.


Mr.. J. Z. Crosby, president OF the
Factory Democratic Club, presided at
the meeting and introduced Gov. Shep-
pard. He said: ""FeliOw-cit!Zens-l
have the honor of introducing to you
tonight the Hon. Jno. {. Sheppard,
one Of the candidates for Governor. l
hope you will give him the best of at
ten ion. MIR. Sheppard will now ad-
dress you""


AS Gov. Sheppard stepped to the
front of the rostcum be was greeted
with round after round Of applause.


He said: ""Mr. Chairman and Fellow
citizens of Newberry:-it affords me
great qualification To be permitted once
more to appear before you. [ nave
been the recipient at the hands of the
people of New berry Of many kind
nesses. I long ago made up my mind
never to forego the pleasure OF an op-
portunity toappear before them. "" hen
I received the telegram this morning L
did not hesitate. | promise you,.In the
absence of my opponent, | shall not
violate any of the proprietits of honor
able debate. l propose to cl-cuss the
issues before the people calmly and de-
liberately, without passion, tor Gods
knows we have had enough OF bitter
ness, of abuse, OF viiification, OF vltu-
pelation. I shall not initiate my COM
petitor in this. So far as | am con-
cerned, | shall conduct myself and
this campaign in such spirit Of kind
ness and friendliness, that when the
result is known we can go hand IN
hand and vote for the nominees.


""Solne men Have already said that
this movement is incipient inde-
pendentism. They speak what they
know to be false, or they do not know
me. The time has never been, nor
will ever come, when | shall lead or
follow any movement that looks to the
disintegration of the white people OF
South Carolina. The future welfare
and prosperity of South Carolina de-
pend upon white supremacy aud white
supremacy depends upon Democratic
unity.


Il propose to illustrate that the
charges made by Gov. Tillulan against
his predecessors are without foundation
and that his promises have not been
Performed, and ifthis can be established
it will follow that he is no longer en-
titled to the sutfrages of the people.


His promise was that he would re-
form the extravaganza Of former ad-
ministre tions, which he had denounced
most bitterly. The first thing he did
was to spend $500 to erect platform
upon which to take the oath of office.
He next recommended that the poll
tax be increased from 81 to So. At that
time there were sl29, ,6l2 from poll tax.
He proposed to Increase it to S3SS, 1856.
Yet he talks about being the friend OF
the poor man. The rich man can af-
ford to pay three dollar poll tax, but
there are plenty Of men who walk be-
tween the plow handle sand work IN
our mills upon whom such a tax would
be burden.n


Mr.. Sheppard then quoted some fig
ures from the records. Mr.. Tillman
had charged Gov. Richardson's admin
istration with extravaganza. The last
wear of Gov. Richardson's administra-
ton the appropriation for the executive
department was sl15,S00. The first
year of Gov. Tillman's administration
for the same purpose it was Sl23, 3,0S3,
and the second year it was Sl26, 935. In
another depart lnent where the expen-
ditures under Richardson for the last
year We're S43, ,S25, under Tillman for
the same purpose the appropriation was
S52, ,3S5.


Mr.. Sheppard said he did not claim
that these appropriations were eXtrava-
CANT, but they show how utterly with
out foundation and injustitiable were
the campaign charges and criticisms of
Gov. Tillman, or if not, how much more
open to censure aud criticism Gov.
Tillman is than those whom he so
abused.


Gov. Tillman talked about the num-
erous offices and high salaries Of the
clerks in the departments. No office
has been cut off and no salary reduced.
He denounced others for taking free
passes, and he had not been in office
sixty days before he had one HIM
self. It is a record Of glaring lncon-
sistencies. When the Legislature cX-
tended the lime for paying taxes and
while he had the bill upon his desk, a
plain farmer from Rock Hill tele-
rraphed Gov. Tillman the simple cues
ton, Has the time for paying taxes
been extended?n The answer was
""no."" At that moment the Governor
of South Carolina had not paid his own
taxes, because he knew that viii. 49,
time had not been extended it woLl,.
be; but he deceived this poor farmer
who had to scuttle around to pay his
tax to avoid, as hethough, the penalty.
But some one may say these are small
things. What we want to know has
the tax been reduced in the aggregate.
The tax that you will be called upon to
pay this year Will be more than it was
last year. But some one says the levy
last Year was +! mills and this year Il.
That is true, but the question is how do
the number of dollars compare. TO
talk about the levy being reduced is a
miserable fraud, for anything is fraud
that is intended to deceive the people.


Mr.. Sheppard then gave the figures
to show the facts. The assessment of
property for last year amounted to
$50, ,632, 431. For this year Sl6S, 262,-
$50. Last year the taxes paid were
1861, III. This year you will be called
upon to pay S7l4,116. ~


At this point an ardent Tillmanite,
who was present, could stand it no
longer, and shouted family, ""hurrah


7 H.",OTHER
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1893/faro_1893/1893-09-02_p1_sn82015679_00296029865_1893090201_0019.json,1893,5,4,"\bavoid(?:ing)?[ -]?(?:conception|pregnancy|offspring|children)?(?=|[-–—:;,.]|'s)",,"driven for protection under neutral flags one
Salf or the enemy's commerce. which at the be-
ginning of the war covered every sea- This is an
achievement of which you may well be proud;
and grateful country will not be unmindful or
1t. The name OF your ship has become house
hold word wherever civilization extends. Shall
TINT name be tarnished by defeatl The thing is
impossible. Remember that you are in the Eng
lish channel the theater OF so much OF the naval
glory of our race and that the eyes OF all Europe
are at this moment upon You. Tho flag that
hoatsover you is that OF a young republic who
bids defiance TO her enemies whenever and
wherever found. Show the world that you
know how TO uphold it. Go to your quarters.


News of the coming combat spread
through Cherbourg. Paris and all Europe.
and when the Alabam. came creeping out
of her neutral harbor she was accompanied
by the French irOnclad frigate Couronne
and little steamer bearing the flag OF the
royal yacht squadron. Arrangements had
been made to telegraph to. the world
another conquest for the Alabama. whose
former victories had been q good deal like
that OF the big bully who stole the little
boys sweets and then boasted OF his
sprowess. --s. ~
TIE Kearsarge, ready and anxious for the
fray. as soon as the Alabama was seen COM
Ing. tired up and ran outside the nentral
waters. Captain WInsiow had long head;
he didn't propose TO fight a battle which he
meant to be to the death with a sneaking
enemy which he knew would getOn neutral
water If possible the instant the tide of
battle seemed to turn against it. Seven
miles out. at IL o'clock In the morning of q
day that was as fair and on a sea that was
as calm as mill pond under June sun,
the Kearssrge turned her nose around as
though to scent the enemy. The Alabama
promptly saluted her with O full broadside
from her starboard battery and at the same
time slowed up her Engines. The shot cut
some of the Kearsarse rigging. but did no
other damage. Three broadsides in all were
fired before the Kearsarge spoke. The fine
""English gunners."" of whom the rebel
have lost their grip. for the solid shot
hurtling through the air flew far wide of
the mark.


COMING TO CLOSE QUARTERS.


Captain WInslow was determined not to
lOso any of his ammunition, and steamed
for close quarters. which the Alabama tried
to avoid. When the KearsarGe got within
nine hundred yards of the pirate she
turned loose with her starboard battery
and set her machinery In motion. 80 that
she could take position from which to
rake the Alabama. Both vessels "" ere under
: full head of steam. and as the Alabama
sheered OF so as to keep her broadside
trained On the koarsarge both vessels were
forced into circular movement, steaming
in opposite directions round q common
center, this center shifting with each revO-
luton. BOyntOn says: Had the action
been fought parallel lines. with the
Alabama heading in shore. she would have
reached the line OF jurisdiction. and thus
in circles. she was five miles from the shore
when. at the close of the action, she at
tempted to run into Cherbourg.""


The Alabama kent up a rapid firing at
the Kearsarge. but her aim was wild and
the damage she did was inconsiderabie.
Not man was hurt aboard the Kearsarge
in the first eighteen minutes of the fight.
Admiral Porter says: The superior train
ing of the Kearsarge's crew was evident
from the beginning of the action, their
guns telling fearfully on the hull and spars
of the confederate. On the seventh rota-
tion on tho circular track the Alabama set
her foresall and two libs with head in shore.
Her speed was now retarded, and by wind.
ing her. the port broadside wac presen ted
to the kearsarge with only two guns bear
ing, being able TO shift but one gun from
the starboard side. At this time the Ala
bama was completely at the mercy of the
kearsarge. and a few more well directed
shots brought down the confederate flag.
Fifteen minutes after the action CON-
menced tho spanker gaH of the Alabama
was shot away and her flag came down,
but was immediately hOisted at the miZZen.
The kearsarges shot told fearfully on the
Alabama's hull. killing and woundinR
mum bers OF men in different parts OF the
ship. Slxty.fve minntes after the com.
mencement of the fight the Alabama was
discovered TO be sinking, an eleven-inch
she'll having entered her side near the
water line. making a huge aparture through
which the water poured in torrents For q
moment Semmes had an idea of escaping.
and crowded on steam and sail, heading
the Alabama for the French coast. but the
fires In the engine room were coon extin-
guished and be was obliged TO surrender""


The pirate commander asserted that the
kearsarge fred on him five times after be
hauled down his colors. but all the other
evidence went to show that Semmes 6ed.
When the spanker gaff went down. carry
ing the rebel stars and bars with IL, Cap
tain Winslow was not sure whether the
colors had been struck or not. so ordered
the kearsarge tQ reserve her fire. just
then the Alabama run up the white flag
and opened broadside with two of her
port guns. Naturally, the Kearsarge talked
back emphatically. AT the same time she
steamed down and put herself across the
Alabamas bow in position to rake her. but
seeing that the white flag still streamed on
the breeze. the Kesrsarge again reserved
her fire. While the Kearsarge rested for n
moment, uncertain whether the enemy
meant what its white fiag said or whether
it was usingit TO mako another sneak. the
Alabamas boats were lowered snd filled
with wounded: one of them pulled along
side the kearsarge and turned over the snf-
ferinR men TO the conquerors. In less than
twenty minutes the Alabama PLUNGED into",OTHER
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1894/faro_1894/1894-10-14_p7_sn86071158_00206536366_1894101401_0402.json,1894,57,56,\beugen[i1]cs?\b,,"Fx-Empress Eugenic has never been
popular In England. She Ia generally
dlsllked. partly because abe Is thought",ART
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1895/faro_1895/1895-12-12_p6_sn91070630_00514152883_1895121201_0295.json,1895,10,9,\babort[i1][o0]n\b,A Wolf In Sleeps Clothing.,"NEW ORLEANS. Dec William r.
Hammond, aged about 40 years, who styles
himseN physicisn and a minister Of the
gospel, was arrested here yesterday.
Hammond is charged with having COM
mltted almost every crime on the calendar.
Hammond's photograph, which adorns al
most every rogues' gnllery In the country,
bears the following inscription on the re.
verse side: Rev. Hammond, thief, conf.
denoe man, bigamist, adulterer, abortion
ist and all.round crook. 4""",ART
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1896/faro_1896/1896-06-04_p1_sn85033255_00514152536_1896060401_0503.json,1896,4,3,"\bavoid(?:ing)?[ -]?(?:conception|pregnancy|offspring|children)?(?=|[-–—:;,.]|'s)","Safest Place During Storm is i'm the


House. Where There is M DrauOhf","Safest Place During Storm is i'm the


House, Where There is No Draught.


Electric storms are far less danger
Gus than the majority of people
imagine writes Edward w. Box in
June Ladies' Home Journal. ""That
a severe lightning storm is terrifying
admits of no question, and will some
times bring uneasiness to the heart
OF the strongest man. But the real
danger is slight. The chance of
lightning striking house, for
example, is not one in a million.
Particularly is this true in cities,
strung as most of them are with
electric wires. The greater danger
from electric storms is in the country,
and even there the danger may be
lessened if the simplest and most
common-sense of precautions are
exercised. The surest electric con-
ductor is draught, and if, when a
thunder storm approaches, it is seen
that all windows and doors liable to
occasion a draught are kept closed,
the danger is at once reduced to
minimum If a woman is caught""
out in thunderstorm the safest
shelter is house; the most dangerous
tree. particularly an oak tree 1t is
a peculiar but nevertheless a proven,
fact, that the oak is the most suscep-
tible of all trees to a current of
electricity. Over fifty per cent. of the
trees struck by lightning storms
during one summer, the Government
statistician tells us, were oaks, while
the beech tree was the least harmed.
Therefore, the worst possible place of
shelter in an electric storm is under
an oak tree, while by all odds, the
sa fest place is in house and out of a
draught The actual danger
from an electric storm is, in truth,
not from the lightning nor the
thunder, but from the nervous con-
dition into which woIn On allow them
selves to fall. And this is a dan ger
which they can avoid. A little calm
thought and a few grains of common
sense will do III ,;",OTHER
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1896/faro_1896/1896-02-02_p19_sn86063034_00414182173_1896020201_0319.json,1896,5,4,\bfemale[ -]?(pills?|safe(?:ty)?|remed(?:y|ies))\b,"Hundreds Of Prominent Cltilsns Cured BY
Munyon's Improved RumeeO-


plthiC Remedies.","Positively Successful Cures for Dys-


Pepsia. rheumatism, Catarrh. Kid


ncy and All Blood and Nerve Dis


cases-At All Druggists. 20 Cents


Bottle.


"". II. squires. 175 Royal street. New
Orleans. La. says. Il had used many
remedies for my complaint-lumbago and
chronic rheumatlsm-withOut receiving
any relief But i took a few doses OF
Munyon's rheumatism Cure, according
TO directions, and have not had a rheu-
Joseph Burbank of 200 South Second
street. st. Louis, Mo, says: Il do not
believe that anyone suffered more than /
from kidney and liver diseases. 1 also
had a serious case of catarrh of the
bladder AT last ] became helpless and
was confined to my bed. Doctors failed
to help me and / had about made up my
mind TO die. As a last resort | tried Mum
yon's Kidney and Liver Cure. / felt re-
lieved after taking a few doses, and
within a very short time was completely
Munyon's rheumatism Cure seldom
rails TO relieve in 1 TO hours, and cures
in a few days. Price, 25c.


Munyon. Dyspepsia Cure is guaranteed
to cure all forms of Indigestion and stom-
ach troubles. Price. 25c


Munyon's Catarrh Remedies positively
cure. Price. 25c each.


Munyon's Kidney Cure speedily cures
pains IN the back, hOins and groins, and
all forms or kidney disease. Price, 25c,


Munyon's Female Remedies are boon
to all women. Price, 25c.


Asthma Cure, with Asthma Herbs, Sl.O0


Munyon's Nerve Cure stops nervous
ness and builds up the system. Price. 25c


Munyon's Headache Cure stops head
ache in three minutes. Price. 25c


Munyon's Pile Ointment positively cures
all forms of piles. Price, Csc


Munyon's Blood Cure eradicates all
impurities Of the blood. Price, Csc.


Munyon's Nitalizer restores lost now.
ers TO weak men. Price Sl.W


separate cure for each disease Al
all druggists, 25c a bottle


Personal letters to Professor AIunvon
1908 Arch street. Philadelphia Pa, an.
swered with free medical advice for any
discasc.-ad.",ADS_REPRO
